service,entityType,name,label,type,maxLength,key,selectProperty
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,IncotermsVersion,Incoterms Version,String,4.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,SalesDocApprovalStatus,Approval Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,CashDiscount2Days,Days 2,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,AdditionalValueDays,Addit. Value Days,String,2.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ProductTaxClassification1,Tax Class. Material,String,1.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,ComponentScrapInPercent,Component Scrap (%),Decimal,,,
API_RFM_ASSORTMENT_MODULE,EXPLCTASSTMTMDLUSRPRODEXCLSNTYPE,Product,Material,String,18.0,True,
API_SALESORDER,SALESORDER_TYPE,FixedValueDate,Fixed Value Date,Date,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,ScheduleLineDeliveryDate,Delivery Date,Date,,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityIsExcldFrmLongTermPlng,No LongTerm Planning,Boolean,,,
API_CNSLDTNGROUPSTRUCTURE,CONSOLIDATIONGROUPSTRUCTURE_TYPE,FirstCnsldtnFiscalYearPeriod,First Consolidation,String,7.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,CompanyCode,Company Code,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,DocumentCurrency,Currency,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,IncotermsLocation2,Incoterms Location 2,String,70.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ShipToParty,Ship-To Party,String,10.0,,
API_SALESORDER,SALESORDERITEM_TYPE,TrdCmplncSnctndListChkSts,Screening Status,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WhseTaskNetWeight,Loading Weight,Decimal,,,
API_SALESORDER,SALESORDER_TYPE,SalesDistrict,Sales District,String,6.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,MinRemainingShelfLife,Min. Rem. Shelf Life,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,Reservation,Reservation,String,10.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjBillgElmntEntrItmUUID,PBE Entry UUID,Guid,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WrkCtrStdValMaintRule1,Standard Value Maintenance Rule 1,String,1.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,RequisitionerName,Requisitioner,String,12.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenter,Work Center,String,8.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Subcontractor,Supplier,String,10.0,,
API_CNSLDTNPLANT,CNSLDTNPLANT_TYPE,SAP__Messages,,Other,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,MaterialGoodsReceiptDuration,GR processing time,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,OrderPriceUnitToOrderUnitNmrtr,Quantity Conversion,Decimal,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMDeliveryItem,Item Number,String,10.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,EWMStockUsage,Stock Usage,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ServicePerformer,Service Performer,String,10.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMDocumentCategory,Document Category,String,3.0,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEUSERTYPE,AssortmentModuleUser,Assortment User,String,10.0,True,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CityCode,City Code,String,4.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TransportationGroup,Transportation Group,String,4.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,CustomerReturnType,Customer Return Type,String,4.0,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODSALESDOCITEM_TYPE,SalesDocumentItem,Sales Document Item,String,6.0,True,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillgDocReqBillgSts,Status,String,1.0,,
API_RETAILPROMOTION,A_RETAILPROMOTIONLOCALSTOREGROUPT_TYPE,Language,Language Key,String,2.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ShippingGroupNumber,PSST Group,String,10.0,,
API_SALESORDER,SALESORDER_TYPE,IncotermsLocation2,Incoterms Location 2,String,70.0,,
API_SALESORDER,SALESORDERITEM_TYPE,SDDocumentRejectionStatus,Rejection Status,String,1.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ResponseProfile,Response Profile,String,10.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityNumberOfCapacities,No. Ind. Capacities,Int16,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ValuationCategory,Valuation Category,String,1.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,SAP__Messages,,Other,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CreditControlArea,Credit Control Area,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,VATRegistrationOrigin,Origin Sales Tax No.,String,1.0,,
API_SALESORDER,SALESORDER_TYPE,TotalNetAmount,Net Value,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,PriceListType,Price List Type,String,2.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityBaseQtyUnit,Capacity Base Unit,String,3.0,,
API_RETAILPROMOTION,A_RTLPROMNGLOBALSTOREGROUP_TYPE,RetailPromotion,Retail Promotion,String,10.0,True,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,LastChangeDateTime,Last Changed,DateTimeOffset,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TransportationOrder,Transportation Order,String,20.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,GoodsReceiptIsNonValuated,GR Non-Valuated,Boolean,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,WarehouseOrderPlannedDuration,Plnd Execution Time,Decimal,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,EWMStockOwner,Character Field with Length 10,String,10.0,,
API_SALESORDER,SALESORDERITEM_TYPE,TaxAmount,Tax Amount,Decimal,,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATEHDR_TYPE,CreatedByUser,Created By,String,12.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,PriceDetnExchRateIsIndrctQtan,PrcExchRateIsIndirct,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,ReleaseIsNotCompleted,Subject to Release,Boolean,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,Shipper,Shipper,String,10.0,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,PurReqnReleaseStatus,Proc.state,String,2.0,,
API_CNSLDTNCUSTOMER,CNSLDTNCUSTOMERTEXT_TYPE,SAP__Messages,,Other,,,
API_RETAILPROMOTION,A_RETAILPROMOTIONITEM_TYPE,RtlPromotionItemSalesPriceQty,Sales price unit,Decimal,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,FundsCenter,Funds Center,String,16.0,,
API_FREIGHTORDER,FREIGHTORDEREVENT_TYPE,LocationAdditionalUUID,Location Additional UUID,Guid,,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATETRANS_TYPE,CreatedByUser,Created By,String,12.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnSSPCatalogItem,Catalog Item,String,40.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,InvoiceListStatus,Invoice List Status,String,1.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,CreationDate,Created On,Date,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,DestinationHandlingUnit,Dest. HU,String,20.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMWhseTskLowStkChkExecSts,L.StkChk Done,String,1.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,WorkCenterTypeCode,Object Type,String,2.0,True,
API_SALESORDER,SALESORDER_TYPE,SlsDocIsRlvtForProofOfDeliv,Relevant for Proof of Delivery,Boolean,,,
API_CNTRLREQFORQUOTATION,CNTRLREQFORQUOTATIONBIDDERTYPE,SAP__Messages,,Other,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WBSElementInternalID,WBS Internal ID,String,8.0,,
API_SALESORDER,SALESORDER_TYPE,RequestedDeliveryDate,Requested Delivery Date,Date,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Subtotal2Amount,Subtotal 2,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurchaseOrderSubtype,Control indicator,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,IsStatisticalItem,Statistical,Boolean,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,EarmarkedFundsDocumentCategory,Document Category,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ShippingGroupRule,PSST Grouping Rule,String,4.0,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODSALESDOCITEM_TYPE,MRPArea,MRP Area,String,10.0,True,
API_RETAILPROMOTION,A_RETAILPROMOTION_TYPE,PurchasingGroup,Purch. Group,String,3.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TransportationEquipmentType,Equipment Type,String,10.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDT_TYPE,PRAHrFlag,Hour flag,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgDocPriceDate,Price Date,Date,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContractIsReleased,Checkbox,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,DocumentCurrency,Currency,String,3.0,,True
API_RETAILPROMOTION,A_RETAILPROMOTIONITEM_TYPE,AllocationTableQty,Alloc. table qnty,Decimal,,,
API_SALESORDER,SALESORDER_TYPE,CustomerPurchaseOrderType,Purchase Order Type,String,4.0,,
API_CNSLDTNMATERIALGROUP,CNSLDTNMATERIALGROUP_TYPE,CnsldtnIsAdditionalMasterData,Is Additional Master Data,Boolean,,,
API_WORK_CENTER,WORKCENTERCAPACITYDESCRIPTIONTYPE,CapacityCategoryAllocation,Capacity Allocation,String,4.0,True,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurchaseRequisitionIsFixed,"""Fixed"" indicator",Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurchaseOrderDate,Purchase Order Date,Date,,,True
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,IncotermsTransferLocation,Incoterms (Part 2),String,28.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,Size1,Size 1,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CityCode,City Code,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillingToBaseQuantityDnmntr,Denominator for Conversion,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,IncotermsLocation1,Incoterms Location 1,String,70.0,,
API_RE_SPACEGROUPTYPE,RESPACEGROUPTYPETEXT_TYPE,Language,Language Key,String,2.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Material,Material,String,18.0,,True
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,MaterialFreightGroup,Material Freight Grp,String,8.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,BillingDocumentRequestType,BDR Type,String,4.0,,
API_RETAILPROMOTION,A_RETAILPROMOTIONLOCALSTOREGROUPT_TYPE,StoreGroupInternalID,Site Group No.,String,10.0,True,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceDocTaxAmount,Total Tax Amount,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTTEXT_TYPE,LongText,,String,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,ReferenceDocumentLogicalSystem,Log. System Source,String,10.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,BaseUnit,Base Unit of Measure,String,3.0,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULETYPE,LastChangeDate,,Date,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemSorting,Item Sorting,String,6.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,RefServiceContractTemplateItem,Item Number in Doc.,String,6.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WhseTaskNetWeightUnitOfMeasure,Weight Unit,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlndOrderPlannedEndDate,Order End Date,Date,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,Capacity,Capacity,String,8.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspOrdExecutingCarrier,Executing Carrier,String,10.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemGrossWeightUnit,Gross Weight UoM,String,3.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,PricingProcedure,Procedure,String,6.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemDesc,Item Description,String,40.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,PurchasingDocumentOrderDate,Document Date,Date,,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MsmtRdngSourceMeasuringPoint,Reading trans. fr.,String,12.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseTaskItem,WT Item,String,4.0,True,
API_MEASURINGPOINT,MSRGPOINTCONDITIONLONGTEXT_TYPE,Language,Language Key,String,2.0,True,
API_PURCHASEREQUISITION_2,PURCHASEREQNTYPE,SourceDetermination,Checkbox,Boolean,,,True
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,NotificationRootCause,Root Cause,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,NonDeductibleInputTaxAmount,Non-deductible,Decimal,,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,ProcgCapRequirementFormula,Processing Formula,String,6.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,ManualDeliveryAddressID,Address,String,10.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,PaymentMethod,Payment Method,String,1.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,PurchasingDocument,Purchasing Document,String,10.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TransportationOrderCategory,Transportation Order Category,String,2.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspEquipCapacityWidth,Equipment Capacity Width,Decimal,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,ShipperAddressID,Shipper Address ID,String,40.0,,
API_SALESORDER,SALESORDER_TYPE,OverallTrdCmplncEmbargoSts,Embargo Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,DownPaymentAmount,Down Payment Amount,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,OverallSDProcessStatus,Overall Status,String,1.0,,
API_WORK_CENTER,WORKCENTERCAPACITYDESCRIPTIONTYPE,SAP__Messages,,Other,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnItemBlockingStatus,Blocking Indicator,String,1.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDT_TYPE,WellCompletion,Well Completion,String,5.0,True,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,ConditionRateAmount,Condition Amount,Decimal,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,WBSElementInternalID,WBS Internal ID,String,8.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,ShipperAddressID,Shipper Address ID,String,40.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityStartTimeID,Start Time in Seconds,Int32,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,OpenAmountInGlobalCurrency,Open Amt Glob Crcy,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,RequirementTracking,Req. Tracking Number,String,10.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,Batch,Batch,String,10.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,FiscalYear,Fiscal Year,String,4.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,TransactionCurrency,Transaction Currency,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurgSafetyDataSheetStatus,Sfty Data Sheet Sts,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,BillingDocumentDate,Billing Date,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEMTEXT_TYPE,LongText,,String,,,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,NotificationCauseCodeCatalog,Cause Catalog Type,String,1.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYHEADTYPE,AdvancedShippingNotification,Document Number,String,35.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,ConsigneeAddressID,Ship-to Party Address ID,String,40.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,Product,Product,String,18.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,ProductionSupervisor,Production Supervisor,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,VATRegistration,VAT Registration No.,String,20.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,WorkCenterInternalID,Object ID,String,8.0,True,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,PurchasingDocumentItem,Purchase Order Item,String,5.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnSSPCrossCatalogItem,Catalog Item Key,Int32,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CreatedByUser,Created By,String,12.0,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,CapacityCategoryAllocation,Capacity Allocation,String,4.0,True,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,Supplier,,String,10.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,BillOfMaterialItemNumber,Bill Of Material Item Number,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,NetAmount,Net Value,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CustomerAccountAssignmentGroup,Acct Assmt Grp Cust.,String,2.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,MaterialGroup,Material Group,String,9.0,,
API_FREIGHTORDER,FREIGHTORDEREVENT_TYPE,TranspOrdEventCode,Event Code,String,20.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillingQuantity,Billing Quantity,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PerformancePeriodStartDate,Start Date,Date,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterLocation,Location,String,10.0,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,SAP__Messages,,Other,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CustomerTaxClassification5,Tax Class.5 Customer,String,1.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,ProcgCapRequirementFormula,Processing Formula,String,6.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurchaseOrderItemCategory,Item Category,String,1.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlndOrderPlannedScrapQty,Scrap Quantity,Decimal,,,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,ConditionBaseQuantity,Quantity,Decimal,,,
API_CNSLDTNFSITEMHIERARCHY,CNSLDTNFSITEMHIERARCHYNODE_TYPE,ConsolidationChartOfAccounts,Cons. Chart of Accounts,String,2.0,True,
API_WORK_CENTER,WORKCENTERDESCRIPTIONTYPE,WorkCenterCategoryCode,Work Center Category,String,4.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,PurReqnItemExternalReference,External Item,String,10.0,,
API_SALESORDER,SALESORDER_TYPE,TotalBlockStatus,Overall Block Status,String,1.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,PurchasingDocumentType,RFQ Type,String,4.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TransportationMode,Transportation Mode,String,2.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,MatlCompDiscontinuationType,Discontinuation Type,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PurchaseOrderItem,Purchase Order Item,String,5.0,True,True
API_FREIGHTORDER,FREIGHTORDER_TYPE,ConsigneeAddressID,Ship-to Party Address ID,String,40.0,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityIsFinite,Finite Scheduling,Boolean,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,PaymentTerms,Payment Terms,String,4.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDT_TYPE,OriginTransaction,Source Trans. ID,String,32.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,StorageLocation,Storage Location,String,4.0,,
API_SALESORDER,SALESORDER_TYPE,OverallSDProcessStatus,Overall Status,String,1.0,,
API_SALESORDER,SALESORDER_TYPE,SalesOrderProcessingType,Indicator,String,1.0,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSTMTMDLVERSTYPE,SAP__Messages,,Other,,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSTMTMDLVERSTYPE,SAP__Messages,,Other,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,GrossAmount,Gross Value,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,DownPaymentDueDate,Due Date for DP,Date,,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,EmrkdFndsIntegrationScenario,Scenario,String,3.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,ExchangeRate,Exchange Rate,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SalesGroup,Sales Group,String,3.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,PurchasingInfoRecordUpdateCode,Info Record Update,String,1.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,MRPPlant,Planning Plant,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,ScheduledBasicStartTime,Earliest start time,TimeOfDay,,,
API_CNSLDTNFSITEMHIERARCHY,CNSLDTNFSITEMHIERARCHYNODE_TYPE,CnsldtnFSItemHierarchy,FS Item Hierarchy,String,10.0,True,
API_SALESORDER,SALESORDER_TYPE,DistributionChannel,Distribution Channel,String,2.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFormulaParam2,Formula Parameter 2,String,6.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,NetPriceAmount,Net Order Price,Decimal,,,
API_RETAILPROMOTION,A_RETAILPROMOTIONITEM_TYPE,AllocationUnit,Allocation tble unit,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceQtanItemExtReference,Ref. Number,String,80.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATETRANS_TYPE,JointVenture,Joint Venture,String,6.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,EntitledToDisposeParty,Disposal Party,String,10.0,,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,Plant,Plant,String,4.0,,
API_SALESORDER,SALESORDERITEM_TYPE,DeliveryGroup,Delivery Group,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceObjectType,Trans. Cat.,String,10.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,PRACreationDateTime,Short Time Stamp,DateTimeOffset,,,
API_SALESORDER,SALESORDER_TYPE,CreationDate,Created On,Date,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContrItemBillingStatus,Billing Status,String,1.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SrvcContrItemExtensionDuration,Contract Extension,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,CompanyCode,,String,4.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseTask,Warehouse Task,String,12.0,True,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,MatlCompRequirementDate,Requirement Date,Date,,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,TranspOrdDocumentReferenceDate,Business Tr. DocDate,Date,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CustomerAccountAssignmentGroup,Acct Assmt Grp Cust.,String,2.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterStandardWorkQtyUnit3,Work Quantity Unit 3,String,3.0,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,PurchasingDocumentType,Purchasing Doc. Type,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,OrderQuantityUnit,Order Unit,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,InternationalArticleNumber,EAN/UPC,String,18.0,,
